restaurant_name,location,cuisine,cost_for_two,rating,votes,budget_category,online_order,book_table,restaurant_type,highlights,listing_type,city
Nimma Mane,Seshadripuram,biryani,350,3.2,7,low,no,no,Quick Bites,,Dine-out,Lavelle Road
Green Hotel,Sarjapur Road,"north indian, chinese",200,3.6,7,low,no,no,Quick Bites,,Dine-out,Sarjapur Road
Lassi Shop,Banaswadi,"beverages, ice cream",200,3.5,7,low,no,no,Beverage Shop,,Delivery,Kalyan Nagar
Sweet Chariot,Basaveshwara Nagar,"bakery, fast food",500,3.1,7,medium,yes,no,Dessert Parlor,,Delivery,Malleshwaram
RP Sweets,Bellandur,"mithai, fast food",300,3.4,7,low,yes,no,Quick Bites,,Delivery,Bellandur
Kolkata King,Basavanagudi,"fast food, rolls",300,3.6,7,low,yes,no,Quick Bites,,Dine-out,Basavanagudi
Kitchen Aroma,Whitefield,desserts,400,3.4,7,low,no,no,Takeaway,,Desserts,Whitefield
American Bites,Nagawara,fast food,450,3.0,7,low,yes,no,Quick Bites,,Delivery,Kalyan Nagar
NalaMaharaja,New Bel Road,north indian,500,3.3,7,medium,no,no,Casual Dining,,Dine-out,New BEL Road
Igloo Shakez & Bytez,Hsr,"beverages, fast food, desserts",300,3.1,7,low,no,no,"Beverage Shop, Quick Bites",,Desserts,HSR
Swasthaa,Sanjay Nagar,"continental, desserts, italian, japanese, mexican, north indian, south indian",600,3.4,7,medium,no,no,Casual Dining,,Dine-out,Residency Road
Mahek E Punjab,Hsr,"north indian, chinese",500,3.1,7,medium,no,no,Casual Dining,,Dine-out,HSR
Ashirvad Resturant,Marathahalli,"north indian, chinese",300,3.2,7,low,no,no,Quick Bites,,Dine-out,Marathahalli
Abhiruchi Restaurant,Sarjapur Road,"biryani, andhra, north indian, chinese",550,3.4,7,medium,yes,no,Casual Dining,,Delivery,Sarjapur Road
Jigani Dum Biryani Centre,Electronic City,biryani,150,3.3,7,low,no,no,Quick Bites,,Dine-out,Electronic City
Biryani Palace,Jeevan Bhima Nagar,"biryani, fast food",200,3.2,7,low,no,no,Quick Bites,,Dine-out,Indiranagar
Kalkata Kati Roll,Sahakara Nagar,"fast food, rolls",150,3.3,7,low,no,no,Quick Bites,,Delivery,New BEL Road
Abhiruchi Restaurant,Bellandur,"fast food, biryani, chinese",400,3.5,7,low,yes,no,"Takeaway, Delivery",,Delivery,Marathahalli
Pathumma`s Kitchen,Electronic City,north indian,200,3.2,7,low,no,no,Quick Bites,,Dine-out,Electronic City
Goli Vada Pav No 1,Electronic City,street food,200,3.4,7,low,yes,no,Quick Bites,,Dine-out,Electronic City
Cream and Bakes,Basaveshwara Nagar,desserts,100,3.3,7,low,no,no,Dessert Parlor,,Desserts,Rajajinagar
Candy Cake,Btm,bakery,500,3.4,7,medium,yes,no,Bakery,,Desserts,BTM
Shanthala Icecreams,Rajajinagar,"ice cream, desserts",150,3.4,7,low,no,no,Dessert Parlor,,Desserts,Rajajinagar
Shawarma Inc,Bannerghatta Road,"rolls, lebanese",250,3.3,7,low,yes,no,Food Court,,Delivery,Koramangala 7th Block
Lucky Bites,Vijay Nagar,"fast food, chinese",500,3.4,7,medium,no,no,Quick Bites,,Delivery,Rajajinagar
Cupcake Bliss,Brookefield,bakery,250,3.3,7,low,yes,no,Bakery,,Desserts,Brookefield
Altaj Restaurant,Rajajinagar,"north indian, chinese",700,3.4,7,medium,no,no,Casual Dining,,Dine-out,Rajajinagar
Chef Delicacies,Btm,"kebab, rolls",400,3.1,7,low,yes,no,"Takeaway, Delivery",,Delivery,Koramangala 7th Block
Shree Durga,Old Airport Road,"north indian, chinese, seafood",500,3.2,7,medium,no,no,Quick Bites,,Dine-out,Old Airport Road
Benaka Sweets,Vijay Nagar,mithai,300,3.3,7,low,no,no,Sweet Shop,,Delivery,Rajajinagar
Bhanu Hindi Military Hotel,Magadi Road,south indian,300,3.4,7,low,yes,no,Quick Bites,,Delivery,Rajajinagar
Kolkata Famous Kati Rolls,Frazer Town,"rolls, street food",200,3.4,7,low,yes,no,Quick Bites,,Delivery,Residency Road
Adyar Ananda Bhavan - Sweets,Btm,"mithai, desserts",200,3.4,7,low,yes,no,"Takeaway, Delivery",,Delivery,Koramangala 7th Block
Dosa Cafe,Vijay Nagar,south indian,80,3.4,7,low,no,no,Quick Bites,,Dine-out,Rajajinagar
Cakes By M,Bannerghatta Road,bakery,500,3.4,7,medium,no,no,Delivery,,Delivery,Bannerghatta Road
Pepper Crown Restaurant,Bannerghatta Road,"continental, north indian, chinese",700,3.2,7,medium,yes,no,Casual Dining,,Delivery,Bannerghatta Road
Yum Tum,Domlur,"salad, greek, mediterranean",250,3.4,7,low,no,no,Quick Bites,,Delivery,Old Airport Road
Cake-O-Mania,Bannerghatta Road,"bakery, desserts",300,3.4,7,low,yes,no,"Takeaway, Delivery",,Delivery,Bannerghatta Road
Bangarpet Chats,Basaveshwara Nagar,street food,100,3.5,7,low,no,no,Quick Bites,,Dine-out,Rajajinagar
Southease,Jeevan Bhima Nagar,south indian,400,3.5,7,low,yes,no,Delivery,,Delivery,Old Airport Road
Sagar Restaurant & Chats,Vijay Nagar,"south indian, north indian, chinese",500,3.6,7,medium,yes,no,Casual Dining,,Dine-out,Rajajinagar
Dream's Kitchen,Bannerghatta Road,"north indian, andhra, chinese",700,3.1,7,medium,no,no,Casual Dining,,Delivery,Bannerghatta Road
Domino's Pizza,Cv Raman Nagar,"pizza, fast food",400,3.0,7,low,yes,no,Quick Bites,,Delivery,Old Airport Road
Mini Wok,Thippasandra,chinese,400,3.4,7,low,no,no,Quick Bites,,Dine-out,Old Airport Road
Raj Bhog,Rajajinagar,"north indian, fast food",500,3.4,7,medium,no,no,Quick Bites,,Delivery,Rajajinagar
Sai Super Sandwich,Banashankari,"sandwich, beverages",200,3.2,7,low,yes,no,Quick Bites,,Delivery,Residency Road
Donne Biriyani Mane,Bannerghatta Road,biryani,300,3.2,7,low,no,no,Quick Bites,,Dine-out,Bannerghatta Road
Nawab-E-Khana,Whitefield,"north indian, biryani",500,3.1,6,medium,no,no,Quick Bites,,Dine-out,Brookefield
Anand Sagar Inn,Basavanagudi,"south indian, north indian, chinese",450,3.2,6,low,no,no,Casual Dining,,Dine-out,Jayanagar
Coffee House,Majestic,south indian,150,3.3,6,low,no,no,Quick Bites,,Dine-out,Lavelle Road
Nisarga Restaurant,Majestic,"mangalorean, chinese, north indian, seafood",350,3.3,6,low,no,no,Quick Bites,,Dine-out,Lavelle Road
Burrito Boys,Bannerghatta Road,"mexican, tex-mex",400,3.0,6,low,yes,no,"Food Court, Quick Bites",,Dine-out,Jayanagar
Kydz Adda,Banashankari,continental,500,3.4,6,medium,no,no,Casual Dining,,Dine-out,Jayanagar
Malabar Treat,Koramangala 1St Block,"north indian, arabian, south indian, chinese",500,3.4,6,medium,yes,no,Quick Bites,,Dine-out,Koramangala 6th Block
Lakshmi Bhog Sweets and Snacks,Cv Raman Nagar,"chinese, north indian",250,3.4,6,low,yes,no,Quick Bites,,Dine-out,Old Airport Road
Famous Dum Biriyani,Wilson Garden,biryani,200,3.1,6,low,no,no,Kiosk,,Dine-out,Jayanagar
Kaati Zone,Koramangala 6Th Block,"fast food, biryani, rolls",350,3.4,6,low,yes,no,Quick Bites,,Dine-out,Koramangala 6th Block
I-Scream'd,Sarjapur Road,ice cream,200,3.4,6,low,no,no,Dessert Parlor,,Desserts,Sarjapur Road
SKY FOG,Thippasandra,"desserts, ice cream, fast food",300,3.1,6,low,no,no,"Dessert Parlor, Quick Bites",,Desserts,Old Airport Road
Amravathi Restaurants & Caterers,Btm,"north indian, chinese",400,3.1,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
Venus Bake Point,Old Airport Road,bakery,500,3.5,6,medium,yes,no,Bakery,,Desserts,Old Airport Road
Amma's Cafe,Hsr,fast food,300,3.2,6,low,no,no,Quick Bites,,Dine-out,HSR
Amrutha Mess,Btm,kerala,300,3.4,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
North Indian Tadka,Ejipura,"chinese, north indian",200,3.0,6,low,yes,no,Quick Bites,,Dine-out,Koramangala 6th Block
Hotel Nisarga Restaurant,Whitefield,"chinese, north indian",300,3.2,6,low,no,no,Quick Bites,,Dine-out,Whitefield
Punjabites,Jp Nagar,"north indian, charcoal chicken",400,3.7,6,low,yes,no,"Takeaway, Delivery",,Delivery,JP Nagar
Blue Heaven Bar And Restaurant,Majestic,"chinese, north indian",750,3.2,6,medium,no,no,Bar,,Dine-out,Lavelle Road
Arya Bhavan Sweets,Mg Road,"mithai, street food, north indian",300,3.2,6,low,no,no,Sweet Shop,,Desserts,Church Street
Delices,Ulsoor,"bakery, desserts",400,3.1,6,low,yes,no,Bakery,,Desserts,Church Street
UBQ by Barbeque Nation,Koramangala 1St Block,"north indian, bbq, biryani, kebab",450,3.4,6,low,yes,no,Delivery,,Delivery,Koramangala 6th Block
The Good Bowl,Jp Nagar,"italian, north indian, biryani",500,3.7,6,medium,yes,no,"Takeaway, Delivery",,Delivery,JP Nagar
Bearys Restaurant,Rt Nagar,"south indian, north indian",450,3.3,6,low,no,no,Casual Dining,,Delivery,Frazer Town
Hotel Thazooq,Koramangala 1St Block,"north indian, chinese, biryani",350,3.3,6,low,no,no,Quick Bites,,Dine-out,Koramangala 6th Block
Deli Counter - Gateway Hotel,Residency Road,bakery,500,3.5,6,medium,no,no,Dessert Parlor,,Desserts,Church Street
White Horse Pulse Resto Bar,Bellandur,"north indian, chinese",1000,3.3,6,medium,no,no,Pub,,Drinks & nightlife,Bellandur
Hotel Smile,Jayanagar,"north indian, chinese",400,3.1,6,low,yes,no,Casual Dining,,Delivery,Basavanagudi
Yummy Punjabi Delight,Bellandur,north indian,500,3.2,6,medium,no,no,Quick Bites,,Delivery,Sarjapur Road
A M Biryani Hotel,Bannerghatta Road,"north indian, chinese, biryani, fast food",300,3.3,6,low,yes,no,Quick Bites,,Delivery,JP Nagar
Up Bhavan,Commercial Street,"mithai, street food",150,3.4,6,low,no,no,Sweet Shop,,Desserts,Church Street
Biryani Paradise,Shanti Nagar,"biryani, fast food",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Basavanagudi
Kolkata Roll House,Marathahalli,"fast food, rolls",200,3.3,6,low,no,no,Quick Bites,,Dine-out,Brookefield
Ambur Azad Darbar,Btm,"north indian, fast food, biryani",250,3.1,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
Savi Sagar,Bellandur,"north indian, south indian, chinese",400,3.2,6,low,no,no,"Food Court, Quick Bites",,Delivery,Sarjapur Road
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,New Bel Road,"cafe, bakery",400,3.3,6,low,no,no,"Cafe, Bakery",,Cafes,New BEL Road
Thindi Mane,Jp Nagar,south indian,300,3.5,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
The Red Tandoor,Marathahalli,"chinese, north indian",400,3.3,6,low,yes,no,Quick Bites,,Dine-out,Brookefield
Crack That,Bellandur,continental,500,3.3,6,medium,no,no,"Food Court, Quick Bites",,Delivery,Sarjapur Road
South Indian Kitchen,Jp Nagar,"asian, bbq, south indian, chinese",300,3.3,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
Telugu Velugu,Bellandur,"south indian, biryani",300,3.0,6,low,no,no,Food Court,,Delivery,Sarjapur Road
Marunadan Kada,Btm,"kerala, tea",250,3.3,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
Starnese,Whitefield,"north indian, chinese, south indian",800,3.4,6,medium,no,no,Casual Dining,,Dine-out,Brookefield
Falafel Bistro,Koramangala 5Th Block,"arabian, lebanese, chinese",300,3.4,6,low,no,no,Quick Bites,,Dine-out,Koramangala 6th Block
Chicken Corner,Majestic,"north indian, chinese, mughlai",450,3.2,6,low,no,no,Casual Dining,,Dine-out,Lavelle Road
Cakes Wagon,Bellandur,"desserts, bakery",300,3.4,6,low,yes,no,"Dessert Parlor, Bakery",,Desserts,Sarjapur Road
Uttar Karnataka Lunch Home,Bellandur,south indian,150,3.1,6,low,no,no,Quick Bites,,Dine-out,Bellandur
New Ambur Biryani,Koramangala 7Th Block,biryani,150,3.2,6,low,no,no,Quick Bites,,Dine-out,Koramangala 6th Block
Bangalore Agarwal Bhavan,Whitefield,"mithai, street food",500,3.3,6,medium,yes,no,Sweet Shop,,Delivery,Brookefield
Dream Coffee House,Malleshwaram,"cafe, bakery",300,3.2,6,low,no,no,Cafe,,Cafes,Rajajinagar
KrumbKraft,Domlur,"bakery, european",300,3.5,6,low,no,no,Bakery,,Desserts,Old Airport Road
Hotel Durga Shree Grand,Rajajinagar,"south indian, north indian, chinese, street food",200,3.6,6,low,yes,no,Quick Bites,,Delivery,Malleshwaram
Costa Coffee,Bellandur,"cafe, fast food",500,3.0,6,medium,no,no,Cafe,,Dine-out,Bellandur
Arun Icecreams,Jp Nagar,ice cream,200,3.4,6,low,no,no,Dessert Parlor,,Delivery,Jayanagar
Shake Tat Bottle,Btm,beverages,200,3.2,6,low,yes,no,Beverage Shop,,Cafes,Koramangala 6th Block
Coffee Bytes,Banashankari,"fast food, south indian",100,3.1,6,low,no,no,Quick Bites,,Delivery,Basavanagudi
Flavors of India,Domlur,"north indian, south indian, andhra, mughlai",600,3.5,6,medium,no,no,Casual Dining,,Dine-out,Old Airport Road
Big Mama,Hsr,"cafe, continental, italian",600,3.3,6,medium,no,no,Cafe,,Delivery,HSR
Night Hunger,Jp Nagar,north indian,350,3.1,6,low,no,no,Delivery,,Delivery,Jayanagar
Hungry Birds,Koramangala 7Th Block,chinese,300,3.2,6,low,yes,no,Delivery,,Delivery,MG Road
New Chickpete Donne Biryani,Yeshwantpur,biryani,300,3.1,6,low,yes,no,Quick Bites,,Delivery,Malleshwaram
AM WOW,Jayanagar,beverages,100,3.4,6,low,yes,no,Beverage Shop,,Delivery,BTM
New Shetty Lunch Home,Rajajinagar,"mangalorean, seafood, south indian",400,3.3,6,low,no,no,Quick Bites,,Delivery,Malleshwaram
New Rajalakshmi Sweets,Whitefield,mithai,300,3.3,6,low,yes,no,Sweet Shop,,Delivery,Brookefield
Nebula,Malleshwaram,"north indian, chinese, thai, italian, south indian",700,3.3,6,medium,no,no,Casual Dining,,Delivery,Malleshwaram
Bhaijaan Barbeques,Koramangala 7Th Block,"mughlai, arabian, bbq",200,3.4,6,low,yes,no,Quick Bites,,Delivery,Jayanagar
Freeze It,Btm,ice cream,300,3.6,6,low,yes,no,Dessert Parlor,,Delivery,Koramangala 5th Block
BR Military Hotel,Indiranagar,north indian,300,3.1,6,low,no,no,Quick Bites,,Dine-out,MG Road
ROYCE' Chocolate,Mg Road,desserts,1000,3.5,6,medium,yes,no,Confectionery,,Delivery,Frazer Town
Momo Jojo,Btm,"chinese, tibetan, momos",300,3.4,6,low,yes,no,Quick Bites,,Delivery,Koramangala 5th Block
Nisarga Restaurant,Whitefield,"north indian, chinese",300,3.4,6,low,yes,no,Quick Bites,,Dine-out,Whitefield
L J Fast Food,Malleshwaram,chinese,300,3.3,6,low,no,no,Quick Bites,,Delivery,Malleshwaram
RICE BAR,Hsr,"north indian, biryani",500,3.1,6,medium,no,no,Delivery,,Delivery,HSR
Swad Plaza,Btm,"north indian, chinese",400,3.4,6,low,yes,no,Quick Bites,,Delivery,Jayanagar
Anju's Cafe,Indiranagar,"fast food, north indian, continental",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Old Airport Road
Delicious Ice Cream Parlour,Jeevan Bhima Nagar,"ice cream, desserts",300,3.2,6,low,no,no,Dessert Parlor,,Desserts,Old Airport Road
BBQ King,Marathahalli,"fast food, chinese, burger, hot dogs, sandwich",400,3.4,6,low,no,no,Casual Dining,,Delivery,Brookefield
Saarangi Express,Jayanagar,"fast food, south indian",250,3.4,6,low,no,no,Quick Bites,,Dine-out,Jayanagar
Ambur Biriyani Centre,Bellandur,biryani,150,3.3,6,low,no,no,Quick Bites,,Dine-out,Bellandur
Halli Oota,St. Marks Road,"south indian, biryani",450,3.3,6,low,no,no,Casual Dining,,Dine-out,Church Street
Sweet Alley,Marathahalli,desserts,400,3.4,6,low,no,no,"Takeaway, Delivery",,Delivery,Brookefield
Cafe Oleiva,Thippasandra,cafe,500,3.4,6,medium,no,no,Cafe,,Desserts,Old Airport Road
Dessi Cuppa,Btm,"beverages, fast food",250,3.4,6,low,yes,no,Beverage Shop,,Delivery,Koramangala 5th Block
Sk Grand Hotel,Jayanagar,south indian,400,3.2,6,low,no,no,Quick Bites,,Delivery,Jayanagar
Momos Corner,Hsr,chinese,250,3.3,6,low,no,no,Quick Bites,,Delivery,HSR
Juice Point,Koramangala 1St Block,"juices, beverages, fast food",100,3.2,6,low,no,no,"Beverage Shop, Quick Bites",,Dine-out,Koramangala 6th Block
WOW Momo,Mg Road,"tibetan, momos",400,3.5,6,low,yes,no,Quick Bites,,Dine-out,Church Street
Paanwadi,Hsr,"desserts, paan",100,3.3,6,low,no,no,Dessert Parlor,,Delivery,HSR
Meraki Patisserie,Jayanagar,"bakery, desserts",350,3.3,6,low,no,no,Bakery,,Desserts,Jayanagar
Mini Forest,Jp Nagar,"fast food, desserts",500,3.3,6,medium,no,no,Quick Bites,,Desserts,Jayanagar
Norsha Caffe,Commercial Street,cafe,400,3.3,6,low,yes,no,Cafe,,Dine-out,Church Street
SLV Andhra Mess,Domlur,"chinese, north indian",200,3.5,6,low,yes,no,Quick Bites,,Delivery,Koramangala 5th Block
Tasty Box,Yeshwantpur,"north indian, south indian, arabian, mughlai, chinese, biryani",250,2.9,6,low,yes,no,Quick Bites,,Delivery,Malleshwaram
Ambur Hot Dum Biriyani,Jeevan Bhima Nagar,biryani,200,3.1,6,low,no,no,Quick Bites,,Delivery,Old Airport Road
Barkat,Btm,kerala,250,3.4,6,low,no,no,Quick Bites,,Dine-out,Koramangala 4th Block
Aubree,Shivajinagar,"cafe, bakery",400,3.2,6,low,yes,no,"Cafe, Bakery",,Delivery,MG Road
Delifusion - Hunger Sorted,Bannerghatta Road,"continental, chinese, north indian",500,3.3,6,medium,yes,no,Quick Bites,,Delivery,Bannerghatta Road
Svadu Sweets,Btm,"street food, mithai",200,3.3,6,low,no,no,"Quick Bites, Sweet Shop",,Dine-out,Koramangala 4th Block
Classic Shop,Ulsoor,"juices, beverages",150,3.3,6,low,yes,no,Beverage Shop,,Delivery,Church Street
New A1 Chicken Biryani Point,Shivajinagar,biryani,300,3.1,6,low,no,no,Quick Bites,,Dine-out,Frazer Town
South Side,Btm,"south indian, beverages",250,3.3,6,low,no,no,Quick Bites,,Dine-out,Koramangala 4th Block
Bhukkad,New Bel Road,"north indian, mughlai",300,3.3,6,low,yes,no,Quick Bites,,Delivery,New BEL Road
Bhagini Icon Boutique Hotel,Indiranagar,"south indian, north indian, continental",600,3.2,6,medium,yes,no,Casual Dining,,Delivery,MG Road
Marathi Biriyani House,Frazer Town,"south indian, biryani",300,3.3,6,low,yes,no,Quick Bites,,Delivery,MG Road
Benzys,Btm,"arabian, chinese, hyderabadi, kerala",700,3.2,6,medium,no,no,Casual Dining,,Dine-out,Koramangala 6th Block
Hello Brother Hotel,Hsr,"north indian, chinese",300,3.4,6,low,no,no,Quick Bites,,Delivery,BTM
Bisimillah Biriyani's & Kebab's,Btm,"biryani, fast food",300,3.3,6,low,no,no,Quick Bites,,Delivery,BTM
Ustaad Biryani,Bellandur,biryani,250,3.2,6,low,yes,no,Delivery,,Delivery,Sarjapur Road
The Good Bowl,Banashankari,"italian, north indian, biryani",500,3.6,6,medium,yes,no,"Takeaway, Delivery",,Delivery,Banashankari
New Kudla Family Resturant,Mg Road,"north indian, chinese",450,3.2,6,low,yes,no,Quick Bites,,Delivery,MG Road
Ambur Hot Dum Biryani,Shanti Nagar,"biryani, kebab",250,3.1,6,low,no,no,Quick Bites,,Delivery,Lavelle Road
Sri Ganesh Juice Junction,Bellandur,"juices, fast food",200,3.5,6,low,yes,no,Beverage Shop,,Delivery,Sarjapur Road
Kakatiya's,Hsr,"south indian, biryani",250,3.1,6,low,yes,no,Quick Bites,,Dine-out,Koramangala 4th Block
Midnight Hunger Project,New Bel Road,"north indian, south indian, chinese",300,3.2,6,low,no,no,Delivery,,Delivery,New BEL Road
New Prashanthi Donne Biryani,Frazer Town,biryani,300,3.3,6,low,no,no,Quick Bites,,Dine-out,Frazer Town
Mirch Masala,Jp Nagar,north indian,500,3.4,6,medium,yes,no,Quick Bites,,Dine-out,JP Nagar
The Higher Taste,Sanjay Nagar,"north indian, fast food",350,3.3,6,low,no,no,Quick Bites,,Delivery,New BEL Road
Cafe Lassi Lab,New Bel Road,"fast food, beverages",300,3.3,6,low,yes,no,"Quick Bites, Beverage Shop",,Delivery,New BEL Road
Ice Magic,New Bel Road,"ice cream, fast food, beverages, burger, desserts, juices",250,3.4,6,low,no,no,Quick Bites,,Delivery,New BEL Road
SV Juice Corner,Jp Nagar,"beverages, fast food",150,3.3,6,low,no,no,Beverage Shop,,Dine-out,JP Nagar
Kaaka T Cafe,Btm,fast food,400,3.5,6,low,no,no,Quick Bites,,Dine-out,Koramangala 6th Block
L J Iyengar Bakery,Bannerghatta Road,bakery,100,3.2,6,low,no,no,Bakery,,Desserts,JP Nagar
Only Parathas,Hsr,north indian,500,3.3,6,medium,no,no,"Takeaway, Delivery",,Delivery,Sarjapur Road
Slurpy Shakes,Marathahalli,beverages,300,3.3,6,low,yes,no,Delivery,,Delivery,Sarjapur Road
Biriyani Adda,Bellandur,"biryani, fast food",350,3.2,6,low,yes,no,Quick Bites,,Delivery,Sarjapur Road
Gam's Delicacy,Jp Nagar,"north indian, chinese, assamese",800,3.2,6,medium,no,no,Casual Dining,,Dine-out,JP Nagar
Big Straw Blast,Sahakara Nagar,beverages,150,3.5,6,low,yes,no,Beverage Shop,,Delivery,New BEL Road
Rajastani Rasoi,Basavanagudi,north indian,100,3.2,6,low,no,no,Quick Bites,,Dine-out,Basavanagudi
North Rasoe,Kumaraswamy Layout,"north indian, chinese",300,3.1,6,low,yes,no,Quick Bites,,Delivery,JP Nagar
Bangalore Grill House,Thippasandra,"arabian, bbq, mexican",300,3.2,6,low,no,no,Quick Bites,,Delivery,Old Airport Road
Srushti Veg,Majestic,"north indian, south indian, chinese",600,3.3,6,medium,no,no,Casual Dining,,Dine-out,Rajajinagar
New Mogul Empire,Jp Nagar,"north indian, chinese",300,3.3,6,low,yes,no,Quick Bites,,Delivery,JP Nagar
Samosa King,Btm,street food,200,3.4,6,low,no,no,Quick Bites,,Delivery,BTM
Lets cafe,Koramangala 5Th Block,"chinese, north indian",250,3.5,6,low,no,no,Quick Bites,,Dine-out,Koramangala 6th Block
Best,Whitefield,"fast food, chinese, street food",400,3.4,6,low,no,no,Quick Bites,,Dine-out,Whitefield
Mad Kitchen,Whitefield,"north indian, chinese",300,3.3,6,low,no,no,Quick Bites,,Dine-out,Whitefield
New Taj Darbar,Whitefield,"south indian, chinese, north indian",300,3.1,6,low,no,no,Quick Bites,,Dine-out,Whitefield
Udupi Upachar,Magadi Road,"south indian, north indian, chinese",250,3.3,6,low,no,no,Quick Bites,,Dine-out,Rajajinagar
Shreya Ranna Ghar,Brookefield,"bengali, north indian",350,3.3,6,low,no,no,Quick Bites,,Dine-out,Brookefield
Ammachide Addukala,Bannerghatta Road,kerala,300,3.5,6,low,no,no,Quick Bites,,Dine-out,Bannerghatta Road
Tandoori Club,Domlur,"north indian, chinese, biryani",400,3.5,6,low,yes,no,Delivery,,Delivery,Old Airport Road
L'inoui,Frazer Town,desserts,400,3.5,6,low,no,no,Dessert Parlor,,Desserts,Frazer Town
Andhra Star Biryani,Brookefield,biryani,200,3.2,6,low,yes,no,Quick Bites,,Dine-out,Brookefield
Ambur Hot Dum Biryani,Hennur,"biryani, kebab",250,3.1,6,low,no,no,Quick Bites,,Dine-out,Frazer Town
The Crunch,Brookefield,beverages,300,3.3,6,low,no,no,Beverage Shop,,Dine-out,Whitefield
Nami's Global Kitchen,Indiranagar,"italian, north indian, mexican, chinese",240,3.3,6,low,no,no,"Takeaway, Delivery",,Delivery,Old Airport Road
Hotel Shri Raghavendra,Majestic,"south indian, north indian",150,3.0,6,low,no,no,Quick Bites,,Dine-out,Rajajinagar
Anika's India Kitchen,Hsr,"biryani, north indian",250,3.3,6,low,yes,no,Delivery,,Delivery,Koramangala 6th Block
Kulkarni's New Uttara Karnataka Food Speciality Stores,Jp Nagar,south indian,250,3.4,6,low,yes,no,Quick Bites,,Delivery,JP Nagar
Daivik,Race Course Road,"north indian, south indian, chinese",650,3.3,6,medium,no,no,Casual Dining,,Dine-out,Lavelle Road
No 10 Fort Cochin,Residency Road,"south indian, seafood, kerala, biryani",800,3.4,6,medium,no,no,Casual Dining,,Dine-out,Lavelle Road
Bharatkhana,Marathahalli,"north indian, bengali",400,3.4,6,low,no,no,Casual Dining,,Dine-out,Brookefield
Indian Chicken Biryani Point,Vijay Nagar,biryani,250,3.1,6,low,no,no,Quick Bites,,Dine-out,Rajajinagar
Rayaan's BBQ,Btm,"north indian, bbq",350,3.3,6,low,yes,no,Quick Bites,,Delivery,JP Nagar
Big Fat Brownie,Hsr,"bakery, sandwich",400,3.4,6,low,yes,no,"Takeaway, Delivery",,Delivery,Koramangala 6th Block
Diya's Findish,Bommanahalli,"north indian, chinese, bengali",500,3.3,6,medium,yes,no,Quick Bites,,Delivery,Bannerghatta Road
Innate,Indiranagar,beverages,500,3.1,6,medium,no,no,Delivery,,Delivery,Indiranagar
Celebrations 365,Brookefield,"desserts, ice cream",350,3.3,6,low,yes,no,Dessert Parlor,,Delivery,Whitefield
Champaran Spice,Btm,north indian,400,3.4,6,low,no,no,Quick Bites,,Dine-out,Koramangala 5th Block
NH7 Resto Pub,Electronic City,"andhra, chinese, continental",1400,3.3,6,medium,no,no,"Casual Dining, Pub",,Dine-out,Electronic City
House Of Wholewheat,Koramangala 1St Block,"bakery, desserts",200,3.1,6,low,yes,no,Bakery,,Desserts,Koramangala 5th Block
Vasu Biriyani Paradise,Electronic City,"north indian, biryani, chinese",350,3.1,6,low,no,no,Quick Bites,,Dine-out,Electronic City
Basaveshwara Khanavali,Marathahalli,south indian,400,3.5,6,low,no,no,Quick Bites,,Dine-out,Marathahalli
Chef Delicacies,"Varthur Main Road, Whitefield","kebab, rolls, charcoal chicken",400,2.7,6,low,yes,no,"Takeaway, Delivery",,Delivery,Marathahalli
Havmor - Hav Funn,Hsr,ice cream,300,3.3,6,low,no,no,Dessert Parlor,,Desserts,HSR
Kitchen Online,Whitefield,north indian,300,3.3,6,low,no,no,"Takeaway, Delivery",,Delivery,Whitefield
Andhra Vantillu,Marathahalli,"south indian, north indian",350,3.3,6,low,no,no,Quick Bites,,Dine-out,Marathahalli
The Donut Baker,Indiranagar,"bakery, desserts",150,3.2,6,low,no,no,"Bakery, Dessert Parlor",,Delivery,Indiranagar
Green Tree Garden Restaurant,Electronic City,"chinese, hyderabadi, mughlai, south indian",500,3.4,6,medium,no,no,Casual Dining,,Dine-out,Electronic City
Nirvana Bar - Manipal County,Electronic City,finger food,1000,3.3,6,medium,no,no,Bar,,Dine-out,Electronic City
Dande Hyderabad Biryani,Whitefield,"biryani, andhra, north indian",500,3.4,6,medium,yes,no,"Takeaway, Delivery",,Delivery,Whitefield
Home Food Punjabi Dhabha,Marathahalli,"north indian, chinese",350,3.1,6,low,no,no,Quick Bites,,Delivery,Marathahalli
New Prashantha Naati Corner,Rajajinagar,south indian,400,3.3,6,low,no,no,Quick Bites,,Delivery,Rajajinagar
Food Point Family Restauarant,Electronic City,"north indian, chinese, mughlai",700,3.3,6,medium,yes,no,Casual Dining,,Dine-out,Electronic City
Expresso Restaurant,Whitefield,"fast food, beverages",400,3.5,6,low,yes,no,"Takeaway, Delivery",,Delivery,Whitefield
